number,value,datetime_start,datetime_complete,duration,params_approach_bonus_base,params_dead_end_penalty,params_discard_2_exit_value,params_discard_3_4_exit_value,params_discard_dead_end_value,params_discard_duplicate_penalty,params_discard_enemy_door_value,params_discard_key_useless_value,params_discard_ladder_value,params_discard_own_door_value,params_down_opening_bonus,params_enemy_door_penalty,params_ladder_bonus,params_max_kept_repairs,params_own_door_bonus,params_retreat_penalty,params_side_step_bonus,state
10,1.1787472908539227,2026-05-10 18:15:43.264081,2026-05-10 18:15:51.181248,0 days 00:00:07.917167,99.54123606022245,23.608618587470247,27.98859182369788,60.360968699557375,-1.7693741151995823,-3.0747171590993307,-16.733218317438066,-0.07262662787731244,72.12841026806862,-19.139736684311583,16.263784148130533,15.821929356083839,11.639656507091974,0,12.018585457485921,79.28394200342564,15.403820441975068,COMPLETE
11,1.2192849545937985,2026-05-10 18:15:51.181290,2026-05-10 18:15:58.812855,0 days 00:00:07.631565,74.04763018159167,35.11235769414407,26.964366058458133,28.44727457804673,-1.7093430383203119,-13.242699742585028,-12.03806050574198,-32.529792240695684,99.64030496034505,-6.700159488385827,37.21445923412915,19.240897109745767,30.27204982974217,0,8.519474413083515,75.3408351513153,4.6207249744160315,COMPLETE
12,1.2431294729993494,2026-05-10 18:15:58.812900,2026-05-10 18:16:06.586839,0 days 00:00:07.773939,61.01510080358037,20.517645663962938,-9.656782452932617,52.60617599002423,-13.15660133720199,-12.395545027662154,-30.224608581370212,-33.72216701308323,89.48684052302829,-11.354805626096901,20.669659120140746,6.872234643871188,31.14298865767648,1,12.312128184172893,46.81065843595377,13.806315298080905,COMPLETE
13,1.1937641427328112,2026-05-10 18:16:06.586878,2026-05-10 18:16:14.135821,0 days 00:00:07.548943,54.1231583308506,59.15104696645374,23.29849536607158,35.5161029871482,-32.867803920149285,-1.4858956426860175,-9.915886348506827,-32.54579718722892,72.32318954128885,-0.8878768883437628,42.54543704023389,16.349803433695868,36.71186815676177,0,6.251684741025102,97.25274515424425,13.225838749474134,COMPLETE
14,1.209083812765038,2026-05-10 18:16:14.135863,2026-05-10 18:16:21.954999,0 days 00:00:07.819136,75.21747926861488,35.65601797031117,2.9597905279019354,64.2540416411923,-8.707800489179913,-29.82526450233378,-29.252117303217865,-15.515722919071344,91.67309573128489,-13.714373435747127,35.16559549741149,24.468707124259126,28.3646667705653,1,10.49481561704601,71.42986156086062,4.913155419651939,COMPLETE
15,1.1850786815091683,2026-05-10 18:16:21.955040,2026-05-10 18:16:29.516229,0 days 00:00:07.561189,85.76489346359803,29.556065819803827,22.39746457924536,51.347720998571944,-18.688552666498925,-15.42812428275087,-21.728493969357004,-26.45545932992469,74.25625271824774,-5.224937139535617,44.154265490066436,14.380623765737111,26.970073451676605,0,13.4351964340034,44.827991537374345,12.511457585400914,COMPLETE
16,1.2237193920250533,2026-05-10 18:16:29.516274,2026-05-10 18:16:37.464885,0 days 00:00:07.948611,71.58871477954763,39.401091187505905,5.656272080240592,34.78364347372567,-29.898468383428906,-7.180842318216526,-10.818168077368506,-37.585530006921836,99.908529353238,2.9654835695842108,23.40080425287615,19.494205658300366,10.045621194023628,2,15.78674626770074,66.81626732818026,3.550333939597907,COMPLETE
17,1.1915743827411442,2026-05-10 18:16:37.464927,2026-05-10 18:16:45.653699,0 days 00:00:08.188772,53.26842395156729,59.86089887406124,13.95168176554866,20.465466020131867,-6.526719174279398,-30.12269777766186,-35.05289961267935,-49.52263871081094,82.14860716134858,2.779093676434223,11.678467262893626,29.959234926764772,36.249374482948504,1,4.024687957223277,87.87778086205886,17.233061499090542,COMPLETE
18,1.2351688368410996,2026-05-10 18:16:45.653737,2026-05-10 18:16:53.101535,0 days 00:00:07.447798,98.69539159179918,48.697175482658714,-4.953493452645169,43.642418351543306,-26.326680537322353,-17.11870713196833,-5.72405376840549,-8.884571487953956,47.93803943241437,-14.815505135965735,34.600893895424534,11.294520141161543,17.934624497150796,2,9.547105340032463,46.89139680480287,7.385464354802205,COMPLETE
19,1.218520836764948,2026-05-10 18:16:53.101575,2026-05-10 18:17:00.491052,0 days 00:00:07.389477,84.1710534090046,26.31415798493557,25.236991052527035,66.94189077989246,-9.554197678083131,-33.7772293209605,-27.431367244077638,-17.043974483782698,92.1737161866,-5.230620544806905,49.33031048049322,23.31920764339049,34.30299148270976,0,15.672675821020857,66.05757709270223,11.326280114199177,COMPLETE
20,1.2220607334357234,2026-05-10 18:17:00.491094,2026-05-10 18:17:08.120406,0 days 00:00:07.629312,67.5849571788921,79.94302156655607,20.623588408017902,56.035248709831805,-36.90704111027687,-25.034549787090704,-16.381405324241722,-5.866983890018658,66.57147206374776,-16.102968186668203,33.55515458145115,17.870488714118267,25.24634801274034,1,7.308685879852785,54.998467366340535,2.5106944242489586,COMPLETE
21,1.1885574810837198,2026-05-10 18:17:08.120448,2026-05-10 18:17:15.937197,0 days 00:00:07.816749,61.38355697717517,21.52249797331124,-8.573918870220751,52.7040909292495,-14.154303326167955,-10.853024965104684,-31.84765116887748,-32.33271840396408,88.8628763631897,-10.585269339725414,20.109171453768273,5.7660950845731715,32.139266992089446,1,11.338605308569333,42.04624839507926,13.664142619923465,COMPLETE
22,1.2191110381257355,2026-05-10 18:17:15.937239,2026-05-10 18:17:23.565331,0 days 00:00:07.628092,45.415613035515605,29.94183407114331,-1.7283808520753459,41.897630976579855,-49.93025917919412,-5.637964778723631,-39.5158574449762,-28.651134158445615,94.84501162985445,-9.578017189014163,19.5251786307551,6.822748419376074,41.48186248218349,1,14.20124320719966,39.968992121640724,15.623278912419313,COMPLETE
23,1.2095670995670997,2026-05-10 18:17:23.565372,2026-05-10 18:17:31.381474,0 days 00:00:07.816102,30.265583290590666,22.98164797600092,8.26728906030159,73.52219126114501,-18.502515196333096,-16.933297672465876,-23.608042712568633,-36.76117028281982,83.60072642498548,-12.72325538831696,10.78353153727711,7.3922430133634,24.875281451042106,2,9.838875732898419,51.888507546272784,11.196434918260792,COMPLETE
24,1.1247766323024055,2026-05-10 18:17:31.381511,2026-05-10 18:17:38.864644,0 days 00:00:07.483133,52.77071626865241,38.91590238583906,15.018399678781684,30.11023827030021,-12.143014339188454,-12.29882761315213,-40.844851796013685,-21.872678925012604,77.84608348898553,-7.921715580768328,25.252010539776364,9.21739026076366,32.98716819148804,0,5.944283112460284,60.41463044920235,14.962939581273446,COMPLETE
25,1.2277267161864338,2026-05-10 18:17:38.864685,2026-05-10 18:17:46.642416,0 days 00:00:07.777731,91.0783107080202,20.626750954800876,17.997484491039017,56.66475032407878,-4.8527584063558065,-13.887681988132712,-18.09031712978846,-38.44612465112176,95.13498799438806,-16.28503211143606,40.117583913637894,5.0403941362527265,47.71960462349447,1,11.989770544115899,49.770977058029665,11.428711948411008,COMPLETE
26,1.1933415340878029,2026-05-10 18:17:46.642463,2026-05-10 18:17:54.203631,0 days 00:00:07.561168,65.65522430745845,31.226684597176973,-9.266104995909874,46.0641699927535,-19.13695778623972,-39.90147714940009,-33.23525034626094,-31.035086828780287,85.91709069647526,-3.073984327410427,31.69323859359139,39.964636285592334,29.2170372494834,0,18.093657630038734,40.395614827160536,5.741506231718831,COMPLETE
27,1.2675291981681707,2026-05-10 18:17:54.203672,2026-05-10 18:18:01.723426,0 days 00:00:07.519754,77.60191483915469,26.35159488880401,-4.158656599915602,38.42554448410293,-11.91491877687427,-9.29115616460937,-27.12555575619597,-24.237811611120485,94.55454976612954,-19.95658856937669,14.998384583963352,13.617225963436189,37.67937301463006,2,1.750543455331428,61.842131180135155,7.640924413838375,COMPLETE
