number,value,datetime_start,datetime_complete,duration,params_discard_2_exit_value,params_discard_3_4_exit_value,params_discard_dead_end_value,params_discard_duplicate_penalty,params_discard_enemy_door_value,params_discard_key_useless_value,params_discard_ladder_value,params_discard_own_door_value,params_ladder_bonus,params_max_kept_repairs,params_max_kept_sabotages,params_rockfall_base,params_rockfall_gold_penalty,params_rockfall_ladder_bonus,params_rockfall_own_path_penalty,params_sabotage_cart_weight,params_sabotage_lamp_weight,params_sabotage_pickaxe_weight,state
131,0.5,2026-05-10 19:07:09.215641,2026-05-10 19:07:09.238833,0 days 00:00:00.023192,13.232163124915033,34.28088888445612,-14.137544742834672,-20.16962819057067,-12.61786383663093,-23.31029485581301,52.805874357678306,-17.547610718506377,33.80194450335655,1,2,42.57389466796695,44.908976095576314,21.808831073259423,38.17988704479527,19.63893054156278,14.24759014489549,7.360886651459771,COMPLETE
132,0.5,2026-05-10 19:07:09.238867,2026-05-10 19:07:09.258100,0 days 00:00:00.019233,16.67631120855733,35.38278027889687,-49.16853103132862,-15.634358084939354,-34.880584651040316,-19.487894786309276,84.47921059340096,-19.247016224174043,30.556474666922135,1,2,39.07195939273768,38.74051328788622,20.30848505261556,30.678931671174723,20.54735312407121,12.058652186419534,18.053687951710675,COMPLETE
133,0.5,2026-05-10 19:07:09.258134,2026-05-10 19:07:09.277207,0 days 00:00:00.019073,14.881332797458889,66.00032463093565,-41.59459559066185,-32.97547567298877,-14.695410550786288,-2.6872220612322986,55.85009072467734,-18.630784412991602,29.305805527278714,1,2,44.4504153731526,40.96973130360118,25.465767662246197,43.27391749562402,18.180153297280235,13.54274624341245,6.931792091512967,COMPLETE
134,0.5,2026-05-10 19:07:09.277242,2026-05-10 19:07:09.296000,0 days 00:00:00.018758,12.019558755093348,33.52679319379093,-43.98900592117876,-23.15568387411736,-14.32844446343965,-17.868356121599035,58.27795696850331,-11.182713235884906,34.37801294310129,1,2,47.0306592738696,12.473625925589007,24.87508469325184,34.0518379602861,21.23855427986408,10.832997612284016,7.483493879378803,COMPLETE
135,0.5,2026-05-10 19:07:09.296033,2026-05-10 19:07:09.315758,0 days 00:00:00.019725,18.512182411539115,37.47015208876372,-25.833974058001935,-3.343517318056497,-24.022738300718665,-16.087186512639903,74.5391112898081,-1.180790904403691,17.155809474518783,1,2,41.75566480913068,54.046457752735016,29.467011718501112,16.353699348516717,19.308432672963814,12.673227916769847,12.045287470904693,COMPLETE
136,0.5,2026-05-10 19:07:09.315791,2026-05-10 19:07:09.334188,0 days 00:00:00.018397,15.865547960554634,30.067206631776898,-47.701936236358776,-14.30822398852926,-11.311910408803218,-25.649615038514455,76.82022566961122,-12.511954306258682,49.1407057144926,1,1,28.191285084404992,47.80213700163078,49.588309548648525,56.497944412329616,6.509491755098308,23.632648445370815,19.626106641842977,COMPLETE
137,0.5,2026-05-10 19:07:09.334221,2026-05-10 19:07:09.352666,0 days 00:00:00.018445,7.422054302576345,59.359848480937536,-45.384925113458756,-39.36341344416413,-19.42883143354614,-8.319741135392285,62.96638395484077,-14.057571215977891,39.69943760177377,2,3,45.881313217309,26.8670990982112,74.56710189436856,49.98734306470869,15.38527096106272,27.27114839616265,9.433291543491116,COMPLETE
138,0.5,2026-05-10 19:07:09.352699,2026-05-10 19:07:09.371082,0 days 00:00:00.018383,10.71966892538957,43.969792189897824,-28.771617618144937,-25.778337542832443,-13.339814969926605,-29.36574099324509,59.79579521807394,-4.541847084368008,45.510350321076366,3,2,25.709252453358758,70.95433388344101,23.563055826654615,13.028416498931339,16.813471068665997,17.547734967910664,9.838239806588662,COMPLETE
139,0.5,2026-05-10 19:07:09.371115,2026-05-10 19:07:09.392981,0 days 00:00:00.021866,13.673225832997908,28.704735373292028,-35.80675968030419,-31.242180778742764,-22.393735952905626,-30.862767512658568,71.96079089926408,-19.894743787796003,9.530851750273433,2,1,16.25308753103146,44.03151322852007,28.10318938493878,53.477873496596565,20.076431527614783,9.84319675895138,14.776999061259366,COMPLETE
140,0.5,2026-05-10 19:07:09.393024,2026-05-10 19:07:09.417385,0 days 00:00:00.024361,19.26729909433082,39.097355346094524,-8.214126575994309,-24.417247606063803,-9.745962971462676,-6.0499937437970175,79.43804958292101,-6.885878957607809,42.95109192897699,3,3,40.316145735857376,57.22481455620779,64.29166853166437,61.356471319857725,17.903540071766155,19.67722950263071,17.63606519040502,COMPLETE
141,0.5,2026-05-10 19:07:09.417454,2026-05-10 19:07:09.443487,0 days 00:00:00.026033,29.147045662420794,26.430533467526487,-32.44765087574681,-26.74348393628473,-3.2857555854610516,-35.90545898143922,81.87744326655687,17.910085998932654,21.12359079250436,2,3,11.693473106681363,27.651458491233655,58.499528258158925,74.05398196129562,13.67324971983557,18.736473792930234,13.810612352008,COMPLETE
142,0.5,2026-05-10 19:07:09.443565,2026-05-10 19:07:09.469853,0 days 00:00:00.026288,27.223123845715243,23.349368437069494,-34.59864647500336,-27.8078001578543,-5.840350721441114,-37.333518508475365,86.78087804802846,9.206268359386542,19.897645522126634,2,3,12.939774992450907,21.98704475560607,70.66234469205538,92.80289623614217,11.953966779015456,16.91891672875909,2.6259288818709887,COMPLETE
143,0.5,2026-05-10 19:07:09.469920,2026-05-10 19:07:09.497876,0 days 00:00:00.027956,28.84064643692236,20.994628192853614,-30.663102617363286,-22.123905134093025,-9.211750363553815,-34.952207418920686,54.29049700117033,-16.13988106001327,22.403751971641903,2,3,14.198575938385437,24.09601206885779,52.51783197863273,77.244088309566,12.606128583953348,21.686231612386067,3.7623000657306656,COMPLETE
144,0.5,2026-05-10 19:07:09.497919,2026-05-10 19:07:09.521552,0 days 00:00:00.023633,28.446676206612942,33.22359251374523,-24.24982044480954,-19.092549138944772,-6.785970544821255,-40.33424312663549,70.11832296704857,19.26531973164265,23.749638948057413,2,3,10.523016721461842,33.821297547449575,55.4666447294033,81.38487853220182,10.6298818117593,20.82924443343884,2.474357470437877,COMPLETE
145,0.5,2026-05-10 19:07:09.521591,2026-05-10 19:07:09.542918,0 days 00:00:00.021327,-4.122613208354789,77.37752766410233,-29.26685212367377,-36.70403008642633,-36.14453326531628,-43.65905184700242,38.2750832017759,3.285570879083986,25.755429759327235,2,1,15.270161153020206,97.4454149909264,48.161902799104574,84.36451753466172,23.12670491695465,16.080130456591746,8.63533266238575,COMPLETE
146,0.5,2026-05-10 19:07:09.542957,2026-05-10 19:07:09.563936,0 days 00:00:00.020979,-0.3230652802032079,24.644222400835428,-3.416737397732571,-24.771452422819564,-46.32361013449814,-48.01813124282281,67.47545476100625,-3.521637787871094,18.85086092286176,2,4,11.61628339806119,14.990558795818357,62.06836094613527,79.60490805760602,13.104878148600934,18.0788668313822,5.0296184765091185,COMPLETE
147,0.5,2026-05-10 19:07:09.563971,2026-05-10 19:07:09.585557,0 days 00:00:00.021586,20.34111946988236,70.78033364639018,-26.405373061935503,-30.685469748851325,-27.89912563164587,-33.895011809273534,34.755465285684316,15.83112694836909,17.89951695611152,2,3,48.12997522374893,76.03900604479783,60.13460010633224,72.38857523080807,11.078690505583591,22.58172406801472,3.4195446738122635,COMPLETE
148,0.5,2026-05-10 19:07:09.585599,2026-05-10 19:07:09.608727,0 days 00:00:00.023128,21.904696045170297,48.5730480707597,-36.78408709510222,-35.09130308529977,-8.065529027612314,-37.93194583132767,43.14793889847869,-1.6369562305970946,47.58141969372492,1,1,17.099146811767966,85.42703052650234,50.43946169056059,26.58096059799161,9.672412851364175,11.361603689927646,19.201322293117048,COMPLETE
149,0.5,2026-05-10 19:07:09.608772,2026-05-10 19:07:09.630561,0 days 00:00:00.021789,24.140900125853904,31.34130490654305,-5.606006539443618,-23.311967193101772,-10.779880224160623,-13.103834587170685,79.48451722212222,7.200705612716577,44.31790856680904,3,2,22.721235317304835,28.889632582010606,21.678613302551785,18.72214297037241,5.797113192932044,29.70598788060392,8.113497607900634,COMPLETE
