number,value,datetime_start,datetime_complete,duration,params_discard_2_exit_value,params_discard_3_4_exit_value,params_discard_dead_end_value,params_discard_duplicate_penalty,params_discard_enemy_door_value,params_discard_key_useless_value,params_discard_ladder_value,params_discard_own_door_value,params_ladder_bonus,params_max_kept_repairs,params_max_kept_sabotages,params_rockfall_base,params_rockfall_gold_penalty,params_rockfall_ladder_bonus,params_rockfall_own_path_penalty,params_sabotage_cart_weight,params_sabotage_lamp_weight,params_sabotage_pickaxe_weight,state
61,0.5,2026-05-10 19:07:07.741100,2026-05-10 19:07:07.757228,0 days 00:00:00.016128,18.58316495051473,71.53868179068584,-25.966807613102002,-19.628328144688492,-34.9721391166661,-7.42576266286614,35.41463636780351,13.743620776164027,17.105013184783527,2,1,48.65169004398144,77.9323960269851,73.96181494365955,42.59276364763286,28.188016500533827,26.543162986069667,15.131811606485314,COMPLETE
62,0.5,2026-05-10 19:07:07.757262,2026-05-10 19:07:07.773539,0 days 00:00:00.016277,23.892012881064872,79.05942731059682,-19.260988355605406,-16.091230160150868,-41.25340357964901,-5.518804249811789,30.019488544402193,15.817948389156246,28.07200503708338,2,1,49.82019422164643,74.76013417505823,72.04980670820358,36.717176981106405,24.95956444879768,28.89927669763871,19.579642681050924,COMPLETE
63,0.5,2026-05-10 19:07:07.773592,2026-05-10 19:07:07.789496,0 days 00:00:00.015904,26.041132105919623,64.231690636101,-17.217247960313713,-17.74836707194803,-30.223219869666117,-1.666352943599831,33.011836969621186,12.2953771251,45.95637951049747,3,1,47.911392103793006,50.56112057687062,79.97628224629392,47.753464937444576,27.382434518041503,23.92875711117777,16.15943303178118,COMPLETE
64,0.5,2026-05-10 19:07:07.789527,2026-05-10 19:07:07.806219,0 days 00:00:00.016692,21.230411924939183,56.08916002158306,-14.303568966069179,-27.124120919258615,-25.46362081466887,-25.39183273768386,39.11914280139483,19.739934978705413,12.857343089925209,2,1,14.23284871713573,63.38559083221092,63.891570619258516,64.91185472397248,20.64708627315916,21.269046826045496,10.125029401427385,COMPLETE
65,0.5,2026-05-10 19:07:07.806252,2026-05-10 19:07:07.822313,0 days 00:00:00.016061,19.44250792237237,60.513391372479944,-21.550499597127935,-11.291895805693702,-0.033004348378893766,-4.974281578610358,57.476426333603065,2.456850303970049,20.54848372051396,1,2,18.49882765591029,69.8388816485995,20.0168953476098,40.983905678810316,29.878815906210324,22.54208746809014,14.329636458411128,COMPLETE
66,0.5,2026-05-10 19:07:07.822346,2026-05-10 19:07:07.838721,0 days 00:00:00.016375,28.170591909213144,69.9161974931474,-11.473038030409992,-20.62823847751899,-32.448287110703475,-1.4451644092647555,46.84150278951273,4.45950482150995,43.832043510650486,2,1,46.294950806187785,88.1092341129644,37.340840356419285,54.38817107946338,23.406580631023736,20.347880832718598,8.478613792194992,COMPLETE
67,0.5,2026-05-10 19:07:07.838754,2026-05-10 19:07:07.854956,0 days 00:00:00.016202,11.836783004089746,74.26787227612131,-2.882895314450927,-18.712524563416743,-13.649529386934935,-14.167297075181253,69.17471136418787,8.25571442703599,31.714501089094114,3,1,45.571722053142636,36.16325704306624,76.3515643046972,45.95868651986869,24.876899229515708,25.395010358824045,11.184521667697236,COMPLETE
68,0.5,2026-05-10 19:07:07.854989,2026-05-10 19:07:07.871188,0 days 00:00:00.016199,9.586682786257388,30.584205929791395,-27.446813210116268,-35.31843773638551,-23.81407231094059,-26.74147518541448,63.42154110038346,0.7132673333756108,24.533632152106343,2,2,34.261128898344055,39.81326801592169,69.64518644727666,19.66720529622168,5.0907533058272145,27.033135109736467,12.335750358916963,COMPLETE
69,0.5,2026-05-10 19:07:07.871220,2026-05-10 19:07:07.887314,0 days 00:00:00.016094,22.093745746854843,52.27687826574379,-23.632087694806227,-22.782096367430977,-9.353169156455913,-9.88398799402964,54.60723687920882,10.840825135542234,48.613858159376576,3,1,47.347370265199025,79.78569559298091,31.534063956039745,81.03313609597785,7.39812958245318,17.689341542986003,17.357918095436094,COMPLETE
70,0.5,2026-05-10 19:07:07.887345,2026-05-10 19:07:07.903688,0 days 00:00:00.016343,24.300843413264978,66.70426795696514,-10.363182753616051,-26.30207737283877,-15.996548311768702,-43.880927060309766,60.139015805551935,-3.1171431897141124,38.67315342736733,2,3,42.39056911284788,85.91456207429445,43.10921373684029,58.410433548848225,22.249580102760866,16.335585954324273,10.600209816510327,COMPLETE
71,0.5,2026-05-10 19:07:07.903719,2026-05-10 19:07:07.920371,0 days 00:00:00.016652,13.618787556551958,41.19579586844603,-46.71881200548204,-33.09778408077612,-6.372093117992302,-46.51821301209027,42.155978267944,-9.65853349564241,46.63385100114418,3,4,49.706488697043056,25.269667933394878,72.51676228263193,28.715576548876953,8.329668347883967,11.83013904594703,18.24206708416193,COMPLETE
72,0.5,2026-05-10 19:07:07.920403,2026-05-10 19:07:07.937605,0 days 00:00:00.017202,15.611708469885127,36.28403064960691,-33.859709063508625,-8.9110830845756,-5.189362932013613,-44.6092227327507,32.916473417788865,-2.0035416049642496,42.45097666910969,3,4,44.83675320704086,13.069407512659982,74.41923713034687,10.101693549232014,6.062572174324673,12.538255526403557,19.476774034833674,COMPLETE
73,0.5,2026-05-10 19:07:07.937638,2026-05-10 19:07:07.955375,0 days 00:00:00.017737,17.177088807782447,76.09566645107246,-6.505926533728388,-0.015304581008777074,-3.8994131575325697,-40.42714956735113,49.47438152752395,-0.5760156092358701,48.69235650153056,3,4,47.76247327784262,19.90292943042374,68.04972664249246,35.977520741691826,9.979130146405428,13.679497145516557,19.839775760390886,COMPLETE
74,0.5,2026-05-10 19:07:07.955409,2026-05-10 19:07:07.972142,0 days 00:00:00.016733,20.367899910716034,39.973721653095666,-20.519454144869947,-31.599609103298235,-27.294233148533827,-48.789025977071574,45.95645690501739,-7.580596917540239,44.63787701740806,2,4,10.102841171177106,92.39411802637363,24.071045699419887,15.545521610135674,5.563163955460905,10.066540233382286,15.62184258046149,COMPLETE
75,0.5,2026-05-10 19:07:07.972174,2026-05-10 19:07:07.988765,0 days 00:00:00.016591,18.272810411409285,24.864837117285436,-28.915986327395597,-28.233181076265218,-12.108753524166044,-41.78085681936289,38.07811330928481,-7.275231701364616,22.319819146648204,3,1,11.804600340107392,97.44069446926721,75.88271040614168,21.10278675432628,19.05788379864642,7.666016122309115,9.613585216205312,COMPLETE
76,0.5,2026-05-10 19:07:07.988796,2026-05-10 19:07:08.005557,0 days 00:00:00.016761,23.101909495144234,47.931274221870154,-4.518242847149658,-29.586020446792745,-1.9806852742558565,-34.124225694273505,40.854592679534264,-13.831269323739766,46.8287789413515,2,1,44.66243738600971,28.30250857592978,51.51704441967307,67.37661352225106,17.760242621211596,28.605598542472364,17.675897373877536,COMPLETE
77,0.5,2026-05-10 19:07:08.005589,2026-05-10 19:07:08.022138,0 days 00:00:00.016549,25.856151862938923,69.94565463666716,-44.03500631731361,-34.6826255011899,-17.90951937673325,-39.257736281896115,51.27464487975804,-4.542233897329859,41.79931668379134,3,2,16.028268293926786,33.17253730210844,27.483952474762106,24.909351250876824,6.743208772001035,15.190780580049829,18.88162753239229,COMPLETE
78,0.5,2026-05-10 19:07:08.022171,2026-05-10 19:07:08.041320,0 days 00:00:00.019149,19.351566702550578,51.38963215889704,-7.980971194515941,-36.64338670616751,-8.529945171856248,-37.01910373510872,70.83590622520538,13.37625982853511,18.01315648781241,2,4,36.566550198058444,15.263818619646758,46.821094371929654,16.970389795819273,13.071104984934387,29.87297195272849,14.798855763875315,COMPLETE
79,0.5,2026-05-10 19:07:08.041354,2026-05-10 19:07:08.060103,0 days 00:00:00.018749,21.795137473007284,34.6232259371088,-14.134334298823246,-24.185114877919762,-10.231218762376246,-2.881890122669188,66.94848327361309,9.824680492676956,20.02760148896593,2,1,13.708088463386554,41.05705377906678,45.83575717732559,52.00160698795606,16.29156831526344,21.93037449333034,13.50670609625322,COMPLETE
80,0.5,2026-05-10 19:07:08.060139,2026-05-10 19:07:08.079679,0 days 00:00:00.019540,26.626152777355617,38.23023583964161,-16.50145121474592,-33.67639734145737,-39.21934073539319,-47.123645497219975,73.44514810709153,18.351662017245452,15.910065616479129,3,2,24.911790638171084,24.39441134495489,21.472806325080835,13.271349306374713,20.3785372038964,23.093820408270442,7.411843833634935,COMPLETE
81,0.5,2026-05-10 19:07:08.079719,2026-05-10 19:07:08.099161,0 days 00:00:00.019442,8.764644800123014,79.72241725523406,-37.7205814750537,-2.6123762327949143,-28.72949982876342,-8.17411059143342,91.46960445939149,0.9789870498144859,14.440150415766883,2,3,18.08575642313052,29.040045573824315,41.442867680976725,71.24158483982106,22.205099114844966,11.149113763718985,4.252544754819205,COMPLETE
82,0.5,2026-05-10 19:07:08.099195,2026-05-10 19:07:08.119218,0 days 00:00:00.020023,3.545615906848493,77.17894075711199,-42.88923836510956,-2.1094221190856834,-23.36334713358382,-15.186347742501471,82.30651964291461,-3.3915880421546736,8.205545242997008,2,3,13.206808583153013,21.306586480972456,24.22990316621608,86.9832911169785,21.311999741515706,10.92416860168252,3.2264330209097487,COMPLETE
83,0.5,2026-05-10 19:07:08.119256,2026-05-10 19:07:08.138247,0 days 00:00:00.018991,5.519241338766655,72.22796843654444,-33.71689187404017,-5.04511977366096,-34.025596491618614,-19.31327661860973,84.85403418381958,1.9639586084791736,17.787923096465107,2,3,15.697925132139208,33.58270341703796,28.447831577463845,61.13189843036476,7.769424960491419,9.416860817379696,5.967766350263149,COMPLETE
84,0.5,2026-05-10 19:07:08.138281,2026-05-10 19:07:08.157057,0 days 00:00:00.018776,28.9074718639583,60.93880136995842,-31.523431909385387,-14.836639995919288,-26.75307642285326,-11.817536485962957,80.34172291083807,-1.497639903252252,11.315419546445248,2,3,12.417749012043393,36.24194741851226,48.81479088599422,55.90217122164815,15.195006700973419,18.57721704468231,12.358356781547322,COMPLETE
85,0.5,2026-05-10 19:07:08.157096,2026-05-10 19:07:08.176234,0 days 00:00:00.019138,14.52606369391886,78.16569231250539,-35.32449031765579,-6.530709724378365,-21.36893989211905,-6.579234850817145,34.334146235709596,-5.04605500832057,48.57390980037071,2,3,48.777715762763016,46.6697876533746,22.69696135717085,63.00523409561527,23.123995912768354,14.394144444144324,16.10534461464859,COMPLETE
86,0.5,2026-05-10 19:07:08.176272,2026-05-10 19:07:08.195089,0 days 00:00:00.018817,24.801593623782576,75.12896769573993,-9.620069899805113,-12.409848654038623,-30.051058684967437,-20.581428801528283,89.07571949374689,0.09338945030569934,13.719407640234174,2,1,17.80551426183604,65.00846509103198,56.88647599454681,31.880917136146667,19.642086603682408,13.123217428424532,8.712594884368684,COMPLETE
87,0.5,2026-05-10 19:07:08.195127,2026-05-10 19:07:08.214196,0 days 00:00:00.019069,0.8620957664565834,44.47122888934679,-22.73015935091533,-31.25757435841853,-18.765435243015666,-0.17341585203564858,76.35359745256886,11.45371098556361,19.079477936430266,2,3,40.9915257534358,60.575212982885944,59.4255454484212,48.89853139982142,5.44737346555893,24.589825970995584,7.89108160954175,COMPLETE
88,0.5,2026-05-10 19:07:08.214231,2026-05-10 19:07:08.232929,0 days 00:00:00.018698,0.20648272549802327,55.867795461889074,-39.67941810598683,-10.123113943323537,-36.66436217385912,-29.85401039057958,64.37602315660449,7.1603385574196,47.541490077661784,2,1,11.135432048462118,75.61116082004236,52.84034775833554,39.818066361064126,24.12666442997663,7.913637061002195,2.0482051788125952,COMPLETE
89,0.5,2026-05-10 19:07:08.232967,2026-05-10 19:07:08.252628,0 days 00:00:00.019661,17.580253376878883,57.690852316586756,-25.21874814008473,-1.0356843407592649,-25.54678139572238,-45.1318106052199,44.162488218647624,2.7033777169219904,29.382869567405233,2,3,15.079192215683024,53.50179691680651,26.790104794443277,45.469772146128726,6.537423042709141,16.9400996168135,5.287077157445135,COMPLETE
90,0.5,2026-05-10 19:07:08.252665,2026-05-10 19:07:08.272530,0 days 00:00:00.019865,19.928614404916996,69.20104692561578,-18.336456315580033,-32.60867999349965,-15.04421783827978,-47.70435932177912,62.09983773851091,9.081669513323044,44.71391398911068,3,4,47.52057372324523,71.54970171962711,70.29238305657888,75.07092325660138,18.466350936503986,19.347889969303317,16.88120999733833,COMPLETE
91,0.5,2026-05-10 19:07:08.272594,2026-05-10 19:07:08.296330,0 days 00:00:00.023736,16.273879879339592,47.0853517457433,-12.781398122705811,-17.329490914361433,-4.233315499502436,-32.61873350071974,53.37307514839506,-0.707781393264941,46.081411607180954,3,1,22.356695779100676,55.71485107552295,50.023026341772685,53.49265546447606,8.796108499636315,27.23127556563724,19.10960852649683,COMPLETE
92,0.5,2026-05-10 19:07:08.296383,2026-05-10 19:07:08.318652,0 days 00:00:00.022269,20.730992525273486,75.14019775130704,-11.078933593872048,-15.284660472229334,-6.7290562594725705,-28.790031897377197,57.30674721402458,15.00920592038127,43.295923002322844,3,1,32.63523553187683,84.15484871678956,45.39005987938021,80.43905592243112,7.233926717846613,29.30350036470349,18.392944317997813,COMPLETE
93,0.5,2026-05-10 19:07:08.318731,2026-05-10 19:07:08.341970,0 days 00:00:00.023239,23.445641502517653,73.06239027383296,-6.386585948689083,-18.43241269799969,-8.172521506268998,-27.218224199226416,97.31112385296706,-3.8185444706403104,16.41648262514902,3,1,38.391250738576474,57.462546913405006,34.0580825800303,44.879467031068934,10.873520692228833,26.316184332848625,12.79697178665639,COMPLETE
94,0.5,2026-05-10 19:07:08.342024,2026-05-10 19:07:08.364339,0 days 00:00:00.022315,22.85987334544283,52.915544637264354,-15.306413680559348,-20.20041201843039,-1.8064217856707048,-31.254602895874037,66.43082428318415,-2.246500394482057,39.53675693981515,3,1,19.89094907975089,43.05901373647847,48.97475261551499,96.65164718015234,22.061180316873337,28.290559853954107,17.960532943285727,COMPLETE
95,0.5,2026-05-10 19:07:08.364378,2026-05-10 19:07:08.385969,0 days 00:00:00.021591,22.18670579881828,45.83770834961473,-7.6241497446482045,-38.79341190968156,-6.0383122713534485,-24.33615404164082,68.03824812011709,3.892317019027666,21.96885146827576,2,2,35.61079074563067,49.63343261057451,42.502660593785954,34.35515546518243,17.01222918619277,25.76115698695409,6.59962452738743,COMPLETE
96,0.5,2026-05-10 19:07:08.386021,2026-05-10 19:07:08.411373,0 days 00:00:00.025352,8.072055091562923,42.39643291480586,-11.930907504198037,-29.698826143284442,-7.461692801151742,-24.28965916516503,63.08900073868509,0.5694256805684161,20.919414565879475,3,1,26.35455227078759,31.42230291893693,38.32959076275919,49.94700261244602,26.8131179457813,29.434675414553016,15.546451569831424,COMPLETE
97,0.5,2026-05-10 19:07:08.411439,2026-05-10 19:07:08.434645,0 days 00:00:00.023206,25.24204112292931,49.36787290713163,-37.95085531713883,-5.966633390569269,-31.33681131924574,-35.06922653727089,37.37930361905912,-11.633896395992949,25.314036779505024,2,1,30.39606484502609,81.53196247152381,25.78330089465761,59.72509438581439,7.955508311381243,27.59641982558029,19.99836211391925,COMPLETE
98,0.5,2026-05-10 19:07:08.434687,2026-05-10 19:07:08.458936,0 days 00:00:00.024249,18.885420964451026,64.13022574898469,-2.4550358679432485,-3.408195454824586,-13.071554284136703,-17.346189402223356,61.16115087255769,5.689198983923949,26.908147810434627,2,2,20.673757220807815,58.44185948499017,66.60753869464514,24.790000440464247,28.687202524818634,9.63492318967004,13.85850911975576,COMPLETE
99,0.5,2026-05-10 19:07:08.458995,2026-05-10 19:07:08.481866,0 days 00:00:00.022871,11.205313585039335,21.616627640368165,-8.818510956815661,-13.813319755453431,-32.865898254220795,-9.026241823677257,65.38369037301783,8.067327865533269,34.964192714039875,3,1,43.06207087330642,68.22177637872836,78.18250609097137,90.95209837186735,21.03141229907493,17.300154248882745,17.628583106641017,COMPLETE
100,0.5,2026-05-10 19:07:08.481919,2026-05-10 19:07:08.504549,0 days 00:00:00.022630,27.452320490643565,50.61191061364889,-4.405986284813503,-16.087270767976342,-28.223730340467014,-4.872960802382873,58.583931728364554,-5.985286020277074,45.055497931590644,2,3,14.461786651018691,37.98025910763693,31.205157280195294,27.77446656506825,20.182710849677377,12.3368792880627,11.310009393751766,COMPLETE
101,0.5,2026-05-10 19:07:08.504596,2026-05-10 19:07:08.528116,0 days 00:00:00.023520,-2.994464261705062,23.71415779003114,-36.30394713764863,-33.60701551915025,-49.41605742683173,-10.883692883541425,93.21541751992405,-17.0987256231059,31.247837596861793,1,2,25.6846891252588,96.62057473191541,29.186891077100587,91.59359578162059,12.243867593587366,5.1270251560592275,4.5120919136354125,COMPLETE
102,0.5,2026-05-10 19:07:08.528239,2026-05-10 19:07:08.552302,0 days 00:00:00.024063,-2.189763804948252,27.426869970281622,-30.45391355258991,-38.10023108903049,-40.78004351355357,-37.67296985085602,35.73001107630118,-19.977777344014324,22.877493862537992,1,2,29.203260557249877,93.18422556823597,21.547066592823814,99.61262702052284,14.861147003648096,6.868739618351524,2.9394023063333803,COMPLETE
103,0.5,2026-05-10 19:07:08.552419,2026-05-10 19:07:08.576746,0 days 00:00:00.024327,-4.149773007500324,22.454900029279532,-41.485273049079694,-37.18985137039047,-24.45206245887314,-43.087555584916444,86.50608660519192,-18.37659286449683,7.286607432668265,1,1,27.47661273770252,91.08813481146781,47.41496681006597,96.34577575235639,9.285582105134784,17.97933412681462,6.969669631075987,COMPLETE
104,0.5,2026-05-10 19:07:08.576802,2026-05-10 19:07:08.600368,0 days 00:00:00.023566,21.228328773656223,77.62086750049271,-35.28591257452183,-34.743361297013486,-43.96764936438224,-34.36598601619931,31.69662774663215,-16.124208098507587,10.996729860748438,1,2,23.417819737545127,94.6154638751803,53.58772520563942,40.80718074591343,6.28907531770017,20.02171172974686,5.715237073956064,COMPLETE
105,0.5,2026-05-10 19:07:08.600414,2026-05-10 19:07:08.623385,0 days 00:00:00.022971,-9.197607210643557,28.849090295421036,-13.460083218933903,-27.507919271605303,-22.936481450011613,-49.48364451170571,69.5389562234837,1.4003083498929372,5.093024151111015,3,1,46.88324113246225,98.47328848926053,36.30937431064298,93.84184542619252,10.351089974898896,7.188980451397896,14.60482496002118,COMPLETE
106,0.5,2026-05-10 19:07:08.623427,2026-05-10 19:07:08.646335,0 days 00:00:00.022908,5.202785501415972,20.2763868175496,-10.229967410118476,-30.589876029064627,-11.3990481683736,-42.279759118672935,89.89659380575634,-13.109824780848305,49.05180384157429,1,3,16.560336844764826,47.56438287238369,32.85107977087455,47.175986339536216,8.331863682693413,15.755993890173011,19.399119094631327,COMPLETE
107,0.5,2026-05-10 19:07:08.646378,2026-05-10 19:07:08.670091,0 days 00:00:00.023713,-0.8555403503271677,55.01073651464269,-39.21856684397024,-35.698491385640665,-2.93893569316789,-40.937578875671996,74.75708318055666,-9.04818087354546,49.95590986213871,3,1,33.99865780013076,87.26913045660851,47.83877162181872,86.26944089765227,11.633270358077867,6.451812907298148,18.635178180484107,COMPLETE
108,0.5,2026-05-10 19:07:08.670172,2026-05-10 19:07:08.692667,0 days 00:00:00.022495,-6.121760637958953,26.475644773978296,-27.33129956963169,-20.855930737836957,-16.44874377989036,-32.730615813711964,98.892691291934,-1.6855853843139506,24.128084342289004,3,4,31.790493063606853,25.96850882532277,39.88147364512825,98.12526761961436,25.438953230382044,8.445630743259601,16.982528118213807,COMPLETE
109,0.5,2026-05-10 19:07:08.692716,2026-05-10 19:07:08.715746,0 days 00:00:00.023030,28.86376543303851,32.17923249327718,-22.464734372330234,-22.69674899136613,-46.7266107629509,-30.88852253387057,42.64927522669188,12.915853678653043,46.89597291927645,3,2,48.961371232099296,51.56127276232728,45.51016902191795,42.418800334094996,5.028761161637955,16.441858587028193,7.7643820693706145,COMPLETE
110,0.5,2026-05-10 19:07:08.715785,2026-05-10 19:07:08.736705,0 days 00:00:00.020920,17.752695901982086,24.386068010896878,-5.803947253329236,-28.49333423403104,-43.61560652256426,-2.507142297284963,39.525624727627005,-3.9418897134044517,48.1768856276105,1,3,27.061413256216344,17.38817384188034,54.929974748973066,69.14481566526729,7.061519132538527,11.448754414391349,16.363590292521796,COMPLETE
111,0.5,2026-05-10 19:07:08.736759,2026-05-10 19:07:08.759064,0 days 00:00:00.022305,24.232183845342462,21.731456183170298,-0.46850583400488427,-25.081586476232644,-0.4377162061204564,-13.44771548033335,48.08875703399745,-11.693552357243203,35.955058049534344,1,4,23.59386760430472,11.580932385239198,23.953350220170506,55.59271868364057,12.882933951907713,5.836217659617117,9.195194982869168,COMPLETE
112,0.5,2026-05-10 19:07:08.759103,2026-05-10 19:07:08.786456,0 days 00:00:00.027353,29.4051978672981,34.75574608101792,-2.495200098079877,-19.28777752303578,-5.260648120805602,-21.062641175411514,60.04329892320313,-0.7473378422740806,31.411945968152253,1,4,19.153744776172626,13.06001182043538,50.96238531154375,64.74039629665347,14.442437758995386,23.333131654104566,10.18106359226934,COMPLETE
113,0.5,2026-05-10 19:07:08.786527,2026-05-10 19:07:08.810864,0 days 00:00:00.024337,26.916008930233655,29.837678140384334,-1.7651809538812273,-32.17344099662647,-1.5922151777586353,-17.19702304524603,55.031202335543554,-14.836102121607702,32.472373548159084,2,4,24.651960174957885,15.683731550861511,24.98822270167357,59.595906897178565,16.53093093480434,21.49779217122378,9.690366645859966,COMPLETE
114,0.5,2026-05-10 19:07:08.810928,2026-05-10 19:07:08.834358,0 days 00:00:00.023430,25.562512661216793,25.63850276831564,-19.860650155617876,-24.027141916026178,-10.24022543023454,-39.302098551463196,53.18880482306161,-2.886677159583433,28.37337069901147,1,4,49.85784001527825,99.71605673194352,22.87385998189738,51.31267189867268,15.85781419229904,24.2543012559484,8.428896156349623,COMPLETE
115,0.5,2026-05-10 19:07:08.834405,2026-05-10 19:07:08.858930,0 days 00:00:00.024525,1.4044208506132083,53.55165082746136,-24.161887879479035,-26.485905727689058,-13.871183294821167,-28.4804734369864,50.67211644754736,-15.24369394534229,41.693015491932925,2,1,29.448938167117806,10.206560804185848,21.09328087100363,57.454496186645606,13.857588268718365,20.496573494343817,5.0411128091206026,COMPLETE
116,0.5,2026-05-10 19:07:08.858966,2026-05-10 19:07:08.878372,0 days 00:00:00.019406,22.468816769910983,23.822646924445372,-4.2173085214173565,-28.899248727232433,-9.073200912763177,-36.12703954602884,44.87919434260775,-9.774088404883761,34.01930106376151,2,3,28.451301790825468,20.31925806438892,27.947646782401613,63.26877610891918,22.69126651310355,24.848116952985144,9.291041715373508,COMPLETE
117,0.5,2026-05-10 19:07:08.878406,2026-05-10 19:07:08.896613,0 days 00:00:00.018207,27.93961664770229,78.4956524997899,-16.32756606650058,-18.332569165972117,-20.335474479751962,-21.93327597400577,58.55057339998642,-8.029403782093766,29.507727662864845,2,4,45.40991169597347,95.72228479806887,29.96888145897646,77.17791417647575,6.01555784056018,26.74818056225909,18.85352401218337,COMPLETE
118,0.5,2026-05-10 19:07:08.896645,2026-05-10 19:07:08.917539,0 days 00:00:00.020894,21.418432189320274,38.76523310533156,-33.237005595016896,-29.93126041634198,-25.94679647743763,-11.717054413709779,80.96304508117608,-17.371044175775587,20.11051368786532,1,1,13.785252050737707,18.709614474566962,41.877167273752065,66.43580863834481,21.867384406866673,18.301526152558154,10.854260531129762,COMPLETE
119,0.5,2026-05-10 19:07:08.917578,2026-05-10 19:07:08.942111,0 days 00:00:00.024533,19.771244760641725,36.434055624728515,-14.780581573713597,-7.992255128188216,-4.327603868059214,-45.40610651179974,77.86119776199355,-5.588216568864768,43.84013418283668,2,3,17.60495993934524,89.69336445260164,72.41445200094,88.7626551825006,19.24588197484717,18.989586087953285,10.384728985634585,COMPLETE
120,0.5,2026-05-10 19:07:08.942156,2026-05-10 19:07:08.970189,0 days 00:00:00.028033,29.86940485154441,20.10184761056193,-6.977002003918217,-34.2487452895862,-27.142383951086828,-32.49860096304331,49.24966725682765,11.720740810958068,46.3090911642154,3,1,10.930936958345454,31.947919868335,40.084629658580795,52.6952568668679,5.553654658970503,10.402297083991993,11.970416996982738,COMPLETE
121,0.5,2026-05-10 19:07:08.970230,2026-05-10 19:07:08.992246,0 days 00:00:00.022016,12.649133835792046,58.18718542145814,-12.445534600558798,-0.10220918380378785,-21.727229422066756,-1.3764983119657788,70.96427024737352,-12.72665106332961,30.604773210115308,2,3,37.7196934194224,72.60737287498455,43.96476350921486,62.33628655153567,28.810794280499884,22.89744426373086,13.183916424391807,COMPLETE
122,0.5,2026-05-10 19:07:08.992297,2026-05-10 19:07:09.018401,0 days 00:00:00.026104,-9.803654978041614,27.652911915261868,-17.03737352571678,-11.049976030839424,-16.73544345193034,-7.067661799970965,73.04651033551619,14.664572797234126,32.92477462382813,2,3,39.59520485919024,62.0287808865372,26.064433644129124,55.11485070631864,26.23895577773618,25.373900963580873,14.217168624583278,COMPLETE
123,0.5,2026-05-10 19:07:09.018475,2026-05-10 19:07:09.041881,0 days 00:00:00.023406,3.795991672472928,75.92367282385314,-18.086081673066417,-31.645720321327715,-12.352315320420955,-3.6343586459878328,46.7996973599155,-6.572717976618765,27.896796527806774,3,3,21.92553700236518,64.53866779526338,20.471460077630233,58.228536774745734,23.823206537313943,24.148366662403042,8.89195427640652,COMPLETE
124,0.5,2026-05-10 19:07:09.041929,2026-05-10 19:07:09.066495,0 days 00:00:00.024566,-7.374860244637504,30.973636624543516,-11.097357363956808,-1.4211974328112555,-29.16772583228251,-4.496526275420912,41.20433649937776,-10.500299457165744,36.705750731931595,1,3,35.11653177691218,80.1032658501974,34.82918432175029,72.91308704625222,18.448732940959232,25.753515735009437,13.466100925206606,COMPLETE
125,0.5,2026-05-10 19:07:09.066534,2026-05-10 19:07:09.090013,0 days 00:00:00.023479,6.079601537465766,41.30521307110077,-13.575099653055824,-4.723729364934007,-30.453540260390966,-27.615541047368257,63.64944322397645,16.300355523603553,12.824575549507848,2,3,31.065464622670227,77.07378566955687,26.90484495339229,68.55223108206879,29.504742769575053,24.87209502518667,12.606049031316381,COMPLETE
126,0.5,2026-05-10 19:07:09.090055,2026-05-10 19:07:09.115298,0 days 00:00:00.025243,20.862993426210373,22.460282281978564,-9.665501000014965,-16.614671063722923,-18.68557065181237,-0.02245691740880207,68.23231824015842,1.745394072434728,18.894567365579384,3,2,12.65895488419663,29.56207856939209,23.638720744549815,60.04129814554585,24.523639640318926,14.9648257863857,11.527683221380581,COMPLETE
127,0.5,2026-05-10 19:07:09.115343,2026-05-10 19:07:09.138952,0 days 00:00:00.023609,23.394279783624484,74.5452912344014,-38.94204942121707,-17.621505753816006,-24.964497069575827,-14.532967894284056,65.33811850121666,0.1768501141467178,47.67536269116576,2,1,37.04675366458781,23.15222116243499,32.154989546793786,64.14851498296291,17.432024415191762,22.249647586723945,6.32789332490316,COMPLETE
128,0.5,2026-05-10 19:07:09.138998,2026-05-10 19:07:09.165106,0 days 00:00:00.026108,9.900636490958329,72.79152789293856,-21.27557524840197,-13.05071354719862,-7.5119023295565945,-0.9423090747944102,56.448009289265315,-2.5990392270684723,26.74244995792369,2,3,40.8727651998357,68.71536968093623,22.430205458183785,48.72940133917125,27.428781510623892,27.948982589195168,3.8011292138583035,COMPLETE
129,0.5,2026-05-10 19:07:09.165147,2026-05-10 19:07:09.190207,0 days 00:00:00.025060,24.898365535933117,79.79226288937045,-19.462759315097927,-21.182438196713832,-15.425609458656727,-26.318644223225572,95.12523747579995,-8.848615438398058,38.167830368632586,2,4,33.46976942851768,65.69664198815438,76.28978908724564,70.12099539050645,7.5246436890048445,28.607507131012543,15.347934528222885,COMPLETE
130,0.5,2026-05-10 19:07:09.190248,2026-05-10 19:07:09.215599,0 days 00:00:00.025351,26.199407625424577,32.66007197714756,-15.615733770091149,-22.03088172866643,-17.388369971548816,-38.43891116504338,61.85967361365315,10.483270961078501,32.120011805487,3,1,48.27705943690573,34.92105059364876,38.370461416689025,22.5642014411479,28.051498182851773,8.86525015365589,8.173359348814493,COMPLETE
